local_hour,region,NO2,OZONE,PM2.5
2024-12-08 22:00:00,bronx,,8.0,54.666666666666664
2024-12-08 22:00:00,brooklyn,,,63.0
2024-12-08 22:00:00,manhattan,30.0,6.5,57.8
2024-12-08 22:00:00,queens,,6.0,63.333333333333336
2024-12-08 22:00:00,staten_island,30.0,,58.0
2024-12-08 23:00:00,bronx,,6.0,54.666666666666664
2024-12-08 23:00:00,brooklyn,,,61.333333333333336
2024-12-08 23:00:00,manhattan,31.0,7.0,56.6
2024-12-08 23:00:00,queens,,6.0,61.666666666666664
2024-12-08 23:00:00,staten_island,35.0,,57.333333333333336
2024-12-09 00:00:00,bronx,,6.0,54.333333333333336
2024-12-09 00:00:00,brooklyn,,,61.333333333333336
2024-12-09 00:00:00,manhattan,32.0,7.5,55.4
2024-12-09 00:00:00,queens,,6.0,60.666666666666664
2024-12-09 00:00:00,staten_island,37.0,,57.333333333333336
2024-12-09 01:00:00,bronx,,4.0,55.666666666666664
2024-12-09 01:00:00,brooklyn,,,63.0
2024-12-09 01:00:00,manhattan,35.0,5.0,55.6
2024-12-09 01:00:00,queens,,3.0,63.0
2024-12-09 01:00:00,staten_island,39.0,,58.333333333333336
2024-12-09 02:00:00,bronx,,4.5,58.333333333333336
2024-12-09 02:00:00,brooklyn,,,64.66666666666667
2024-12-09 02:00:00,manhattan,39.0,3.5,57.6
2024-12-09 02:00:00,queens,,5.0,65.0
2024-12-09 02:00:00,staten_island,37.0,,59.0
2024-12-09 03:00:00,bronx,,4.0,60.666666666666664
2024-12-09 03:00:00,brooklyn,,,66.0
2024-12-09 03:00:00,manhattan,35.0,2.5,59.2
2024-12-09 03:00:00,queens,,2.0,66.33333333333333
2024-12-09 03:00:00,staten_island,41.0,,57.333333333333336
2024-12-09 04:00:00,bronx,,2.0,61.333333333333336
2024-12-09 04:00:00,brooklyn,,,67.0
2024-12-09 04:00:00,manhattan,43.0,2.0,60.4
2024-12-09 04:00:00,queens,,2.0,67.33333333333333
2024-12-09 04:00:00,staten_island,46.0,,58.0
2024-12-09 05:00:00,bronx,,0.0,64.0
2024-12-09 05:00:00,brooklyn,,,63.333333333333336
2024-12-09 05:00:00,manhattan,42.0,0.5,63.0
2024-12-09 05:00:00,queens,,1.0,64.0
2024-12-09 05:00:00,staten_island,56.0,,59.333333333333336
2024-12-09 06:00:00,bronx,,0.5,64.66666666666667
2024-12-09 06:00:00,brooklyn,,,61.666666666666664
2024-12-09 06:00:00,manhattan,40.0,1.0,64.6
2024-12-09 06:00:00,queens,,1.0,62.0
2024-12-09 06:00:00,staten_island,63.0,,62.0
2024-12-09 07:00:00,bronx,,2.5,62.0
2024-12-09 07:00:00,brooklyn,,,60.333333333333336
2024-12-09 07:00:00,manhattan,38.0,2.5,62.2
2024-12-09 07:00:00,queens,,3.0,60.666666666666664
2024-12-09 07:00:00,staten_island,66.0,,65.66666666666667
2024-12-09 08:00:00,bronx,,5.0,62.0
2024-12-09 08:00:00,brooklyn,,,60.666666666666664
2024-12-09 08:00:00,manhattan,42.0,5.0,61.8
2024-12-09 08:00:00,queens,,5.0,61.333333333333336
2024-12-09 08:00:00,staten_island,82.0,,70.0
2024-12-09 09:00:00,bronx,,6.0,59.666666666666664
2024-12-09 09:00:00,brooklyn,,,59.333333333333336
2024-12-09 09:00:00,manhattan,38.0,5.5,61.6
2024-12-09 09:00:00,queens,,6.0,60.0
2024-12-09 09:00:00,staten_island,69.0,,68.33333333333333
2024-12-09 10:00:00,bronx,,5.0,57.0
2024-12-09 10:00:00,brooklyn,,,57.333333333333336
2024-12-09 10:00:00,manhattan,32.0,4.5,59.4
2024-12-09 10:00:00,queens,,7.0,57.333333333333336
2024-12-09 10:00:00,staten_island,,,65.33333333333333
2024-12-09 11:00:00,bronx,,3.5,54.333333333333336
2024-12-09 11:00:00,brooklyn,,,52.333333333333336
2024-12-09 11:00:00,manhattan,32.0,3.5,56.4
2024-12-09 11:00:00,queens,,15.0,52.0
2024-12-09 11:00:00,staten_island,25.0,,53.0
2024-12-09 12:00:00,bronx,,5.0,52.0
2024-12-09 12:00:00,brooklyn,,,51.0
2024-12-09 12:00:00,manhattan,29.0,4.0,53.6
2024-12-09 12:00:00,queens,,16.0,50.333333333333336
2024-12-09 12:00:00,staten_island,26.0,,48.666666666666664
2024-12-09 13:00:00,bronx,,5.5,51.0
2024-12-09 13:00:00,brooklyn,,,51.0
2024-12-09 13:00:00,manhattan,27.0,3.5,53.8
2024-12-09 13:00:00,queens,,17.0,50.0
2024-12-09 13:00:00,staten_island,31.0,,46.333333333333336
2024-12-09 14:00:00,bronx,,6.0,50.666666666666664
2024-12-09 14:00:00,brooklyn,,,51.0
2024-12-09 14:00:00,manhattan,23.0,4.0,53.4
2024-12-09 14:00:00,queens,,19.0,49.0
2024-12-09 14:00:00,staten_island,32.0,,45.666666666666664
2024-12-09 15:00:00,bronx,,7.5,50.0
2024-12-09 15:00:00,brooklyn,,,54.333333333333336
2024-12-09 15:00:00,manhattan,22.0,4.5,52.2
2024-12-09 15:00:00,queens,,16.0,52.666666666666664
2024-12-09 15:00:00,staten_island,35.0,,51.333333333333336
2024-12-09 16:00:00,bronx,,9.5,45.666666666666664
2024-12-09 16:00:00,brooklyn,,,56.333333333333336
2024-12-09 16:00:00,manhattan,24.0,6.5,49.6
2024-12-09 16:00:00,queens,,12.0,55.333333333333336
2024-12-09 16:00:00,staten_island,36.0,,55.666666666666664
2024-12-09 17:00:00,bronx,,11.5,46.666666666666664
2024-12-09 17:00:00,brooklyn,,,59.0
2024-12-09 17:00:00,manhattan,21.0,7.5,50.2
2024-12-09 17:00:00,queens,,10.0,57.666666666666664
2024-12-09 17:00:00,staten_island,30.0,,59.333333333333336
2024-12-09 18:00:00,bronx,,9.5,47.333333333333336
2024-12-09 18:00:00,brooklyn,,,60.333333333333336
2024-12-09 18:00:00,manhattan,25.0,5.5,51.0
2024-12-09 18:00:00,queens,,9.0,58.333333333333336
2024-12-09 18:00:00,staten_island,25.0,,59.333333333333336
2024-12-09 19:00:00,bronx,,11.0,48.0
2024-12-09 19:00:00,brooklyn,,,62.333333333333336
2024-12-09 19:00:00,manhattan,28.0,6.0,52.8
2024-12-09 19:00:00,queens,,7.0,60.333333333333336
2024-12-09 19:00:00,staten_island,26.0,,59.0
2024-12-09 20:00:00,bronx,,8.0,52.0
2024-12-09 20:00:00,brooklyn,,,64.66666666666667
2024-12-09 20:00:00,manhattan,31.0,5.0,56.4
2024-12-09 20:00:00,queens,,7.0,61.0
2024-12-09 20:00:00,staten_island,25.0,,58.0
2024-12-09 21:00:00,bronx,,5.5,58.333333333333336
2024-12-09 21:00:00,brooklyn,,,67.0
2024-12-09 21:00:00,manhattan,32.0,3.5,60.6
2024-12-09 21:00:00,queens,,2.0,62.666666666666664
2024-12-09 21:00:00,staten_island,25.0,,59.333333333333336
2024-12-09 22:00:00,bronx,,4.0,61.333333333333336
2024-12-09 22:00:00,brooklyn,,,69.33333333333333
2024-12-09 22:00:00,manhattan,32.0,3.0,62.0
2024-12-09 22:00:00,queens,,1.0,65.33333333333333
2024-12-09 22:00:00,staten_island,24.0,,60.333333333333336
2024-12-09 23:00:00,bronx,,6.5,60.333333333333336
2024-12-09 23:00:00,brooklyn,,,69.66666666666667
2024-12-09 23:00:00,manhattan,31.0,3.0,62.6
2024-12-09 23:00:00,queens,,2.0,66.33333333333333
2024-12-09 23:00:00,staten_island,25.0,,60.333333333333336
2024-12-10 00:00:00,bronx,,9.0,58.0
2024-12-10 00:00:00,brooklyn,,,68.66666666666667
2024-12-10 00:00:00,manhattan,25.0,4.0,60.4
2024-12-10 00:00:00,queens,,6.0,65.66666666666667
2024-12-10 00:00:00,staten_island,28.0,,62.333333333333336
2024-12-10 01:00:00,bronx,,9.0,57.333333333333336
2024-12-10 01:00:00,brooklyn,,,68.66666666666667
2024-12-10 01:00:00,manhattan,17.0,7.5,59.4
2024-12-10 01:00:00,queens,,3.0,66.33333333333333
2024-12-10 01:00:00,staten_island,25.0,,64.66666666666667
2024-12-10 02:00:00,bronx,,9.5,57.333333333333336
2024-12-10 02:00:00,brooklyn,,,68.33333333333333
2024-12-10 02:00:00,manhattan,15.0,6.5,57.8
2024-12-10 02:00:00,queens,,4.0,67.33333333333333
2024-12-10 02:00:00,staten_island,25.0,,65.33333333333333
2024-12-10 03:00:00,bronx,,9.5,58.0
2024-12-10 03:00:00,brooklyn,,,68.66666666666667
2024-12-10 03:00:00,manhattan,16.0,7.0,58.0
2024-12-10 03:00:00,queens,,7.0,67.33333333333333
2024-12-10 03:00:00,staten_island,25.0,,66.0
2024-12-10 04:00:00,bronx,,9.5,57.333333333333336
2024-12-10 04:00:00,brooklyn,,,67.33333333333333
2024-12-10 04:00:00,manhattan,14.0,7.5,57.2
2024-12-10 04:00:00,queens,,6.0,66.0
2024-12-10 04:00:00,staten_island,29.0,,67.66666666666667
2024-12-10 05:00:00,bronx,,8.0,56.333333333333336
2024-12-10 05:00:00,brooklyn,,,68.0
2024-12-10 05:00:00,manhattan,16.0,7.0,56.4
2024-12-10 05:00:00,queens,,6.0,65.66666666666667
2024-12-10 05:00:00,staten_island,23.0,,69.0
2024-12-10 06:00:00,bronx,,7.5,52.0
2024-12-10 06:00:00,brooklyn,,,67.0
2024-12-10 06:00:00,manhattan,18.0,7.0,53.8
2024-12-10 06:00:00,queens,,6.0,64.0
2024-12-10 06:00:00,staten_island,21.0,,70.33333333333333
2024-12-10 07:00:00,bronx,,8.0,48.0
2024-12-10 07:00:00,brooklyn,,,67.33333333333333
2024-12-10 07:00:00,manhattan,15.0,6.5,50.6
2024-12-10 07:00:00,queens,,6.0,63.333333333333336
2024-12-10 07:00:00,staten_island,24.0,,70.66666666666667
2024-12-10 08:00:00,bronx,,10.0,43.0
2024-12-10 08:00:00,brooklyn,,,66.0
2024-12-10 08:00:00,manhattan,15.0,7.0,46.0
2024-12-10 08:00:00,queens,,7.0,60.333333333333336
2024-12-10 08:00:00,staten_island,24.0,,70.66666666666667
2024-12-10 09:00:00,bronx,,9.5,40.666666666666664
2024-12-10 09:00:00,brooklyn,,,64.0
2024-12-10 09:00:00,manhattan,19.0,6.5,42.0
2024-12-10 09:00:00,queens,,6.0,58.333333333333336
2024-12-10 09:00:00,staten_island,25.0,,69.66666666666667
2024-12-10 10:00:00,bronx,,9.0,41.666666666666664
2024-12-10 10:00:00,brooklyn,,,66.0
2024-12-10 10:00:00,manhattan,18.0,6.0,43.0
2024-12-10 10:00:00,queens,,8.0,61.333333333333336
2024-12-10 10:00:00,staten_island,23.0,,68.66666666666667
2024-12-10 11:00:00,bronx,,8.0,43.333333333333336
2024-12-10 11:00:00,brooklyn,,,59.666666666666664
2024-12-10 11:00:00,manhattan,17.0,6.0,43.2
2024-12-10 11:00:00,queens,,6.0,57.0
2024-12-10 11:00:00,staten_island,22.0,,59.333333333333336
2024-12-10 12:00:00,bronx,,8.0,41.333333333333336
2024-12-10 12:00:00,brooklyn,,,58.0
2024-12-10 12:00:00,manhattan,16.0,6.0,41.8
2024-12-10 12:00:00,queens,,6.0,56.666666666666664
2024-12-10 12:00:00,staten_island,22.0,,55.333333333333336
2024-12-10 13:00:00,bronx,,7.5,37.666666666666664
2024-12-10 13:00:00,brooklyn,,,58.666666666666664
2024-12-10 13:00:00,manhattan,16.0,5.0,37.8
2024-12-10 13:00:00,queens,,4.0,56.666666666666664
2024-12-10 13:00:00,staten_island,22.0,,52.0
2024-12-10 14:00:00,bronx,,6.0,31.333333333333332
2024-12-10 14:00:00,brooklyn,,,56.666666666666664
2024-12-10 14:00:00,manhattan,20.0,5.0,32.4
2024-12-10 14:00:00,queens,,2.0,53.333333333333336
2024-12-10 14:00:00,staten_island,25.0,,54.0
2024-12-10 15:00:00,bronx,,6.5,23.666666666666668
2024-12-10 15:00:00,brooklyn,,,54.333333333333336
2024-12-10 15:00:00,manhattan,16.0,4.5,27.6
2024-12-10 15:00:00,queens,,2.0,48.333333333333336
2024-12-10 15:00:00,staten_island,25.0,,56.666666666666664
2024-12-10 16:00:00,bronx,,7.0,20.666666666666668
2024-12-10 16:00:00,brooklyn,,,54.333333333333336
2024-12-10 16:00:00,manhattan,16.0,4.5,25.0
2024-12-10 16:00:00,queens,,1.0,48.0
2024-12-10 16:00:00,staten_island,25.0,,58.0
2024-12-10 17:00:00,bronx,,7.0,23.666666666666668
2024-12-10 17:00:00,brooklyn,,,57.666666666666664
2024-12-10 17:00:00,manhattan,17.0,3.5,26.2
2024-12-10 17:00:00,queens,,4.0,53.333333333333336
2024-12-10 17:00:00,staten_island,25.0,,58.333333333333336
2024-12-10 18:00:00,bronx,,7.0,27.0
2024-12-10 18:00:00,brooklyn,,,59.666666666666664
2024-12-10 18:00:00,manhattan,18.0,4.0,27.0
2024-12-10 18:00:00,queens,,4.0,57.333333333333336
2024-12-10 18:00:00,staten_island,26.0,,58.666666666666664
2024-12-10 19:00:00,bronx,,8.0,34.0
2024-12-10 19:00:00,brooklyn,,,62.333333333333336
2024-12-10 19:00:00,manhattan,16.0,4.5,32.8
2024-12-10 19:00:00,queens,,6.0,61.333333333333336
2024-12-10 19:00:00,staten_island,27.0,,57.0
2024-12-10 20:00:00,bronx,,7.0,33.666666666666664
2024-12-10 20:00:00,brooklyn,,,61.0
2024-12-10 20:00:00,manhattan,15.0,4.0,31.2
2024-12-10 20:00:00,queens,,10.0,60.0
2024-12-10 20:00:00,staten_island,25.0,,55.333333333333336
2024-12-10 21:00:00,bronx,,7.0,29.0
2024-12-10 21:00:00,brooklyn,,,57.0
2024-12-10 21:00:00,manhattan,20.0,4.5,29.6
2024-12-10 21:00:00,queens,,14.0,55.333333333333336
2024-12-10 21:00:00,staten_island,19.0,,52.0
2024-12-10 22:00:00,bronx,,9.0,25.0
2024-12-10 22:00:00,brooklyn,,,55.333333333333336
2024-12-10 22:00:00,manhattan,20.0,5.0,23.0
2024-12-10 22:00:00,queens,,19.0,52.0
2024-12-10 22:00:00,staten_island,22.0,,50.0
2024-12-10 23:00:00,bronx,,9.5,20.666666666666668
2024-12-10 23:00:00,brooklyn,,,54.0
2024-12-10 23:00:00,manhattan,16.0,4.5,20.2
2024-12-10 23:00:00,queens,,19.0,51.666666666666664
2024-12-10 23:00:00,staten_island,26.0,,51.666666666666664
2024-12-11 00:00:00,bronx,,10.0,21.333333333333332
2024-12-11 00:00:00,brooklyn,,,55.0
2024-12-11 00:00:00,manhattan,16.0,5.0,20.8
2024-12-11 00:00:00,queens,,22.0,52.666666666666664
2024-12-11 00:00:00,staten_island,30.0,,51.666666666666664
2024-12-11 01:00:00,bronx,,9.0,23.666666666666668
2024-12-11 01:00:00,brooklyn,,,55.0
2024-12-11 01:00:00,manhattan,15.0,4.5,22.6
2024-12-11 01:00:00,queens,,19.0,53.0
2024-12-11 01:00:00,staten_island,26.0,,51.0
2024-12-11 02:00:00,bronx,,10.0,27.666666666666668
2024-12-11 02:00:00,brooklyn,,,53.666666666666664
2024-12-11 02:00:00,manhattan,18.0,3.0,26.8
2024-12-11 02:00:00,queens,,21.0,50.666666666666664
2024-12-11 02:00:00,staten_island,27.0,,45.666666666666664
2024-12-11 03:00:00,bronx,,7.0,34.333333333333336
2024-12-11 03:00:00,brooklyn,,,52.333333333333336
2024-12-11 03:00:00,manhattan,23.0,2.5,32.2
2024-12-11 03:00:00,queens,,19.0,51.333333333333336
2024-12-11 03:00:00,staten_island,30.0,,44.666666666666664
2024-12-11 04:00:00,bronx,,6.5,45.0
2024-12-11 04:00:00,brooklyn,,,50.666666666666664
2024-12-11 04:00:00,manhattan,28.0,5.0,38.8
2024-12-11 04:00:00,queens,,21.0,50.666666666666664
2024-12-11 04:00:00,staten_island,29.0,,46.666666666666664
2024-12-11 05:00:00,bronx,,12.0,47.333333333333336
2024-12-11 05:00:00,brooklyn,,,49.0
2024-12-11 05:00:00,manhattan,27.0,10.0,44.0
2024-12-11 05:00:00,queens,,26.0,48.666666666666664
2024-12-11 05:00:00,staten_island,24.0,,46.333333333333336
2024-12-11 06:00:00,bronx,,18.0,43.666666666666664
2024-12-11 06:00:00,brooklyn,,,41.666666666666664
2024-12-11 06:00:00,manhattan,21.0,15.5,44.2
2024-12-11 06:00:00,queens,,28.0,42.333333333333336
2024-12-11 06:00:00,staten_island,27.0,,61.333333333333336
2024-12-11 07:00:00,bronx,,16.5,35.0
2024-12-11 07:00:00,brooklyn,,,34.0
2024-12-11 07:00:00,manhattan,15.0,16.0,38.6
2024-12-11 07:00:00,queens,,29.0,36.333333333333336
2024-12-11 07:00:00,staten_island,29.0,,51.333333333333336
2024-12-11 08:00:00,bronx,,18.0,31.0
2024-12-11 08:00:00,brooklyn,,,30.666666666666668
2024-12-11 08:00:00,manhattan,13.0,17.0,33.4
2024-12-11 08:00:00,queens,,31.0,32.666666666666664
2024-12-11 08:00:00,staten_island,29.0,,41.666666666666664
2024-12-11 09:00:00,bronx,,21.0,30.333333333333332
2024-12-11 09:00:00,brooklyn,,,32.666666666666664
2024-12-11 09:00:00,manhattan,19.0,18.5,33.0
2024-12-11 09:00:00,queens,,30.0,33.333333333333336
2024-12-11 09:00:00,staten_island,30.0,,33.333333333333336
2024-12-11 10:00:00,bronx,,24.0,30.666666666666668
2024-12-11 10:00:00,brooklyn,,,33.666666666666664
2024-12-11 10:00:00,manhattan,18.0,22.5,31.4
2024-12-11 10:00:00,queens,,30.0,32.0
2024-12-11 10:00:00,staten_island,,,31.666666666666668
2024-12-11 11:00:00,bronx,,25.0,30.666666666666668
2024-12-11 11:00:00,brooklyn,,,34.666666666666664
2024-12-11 11:00:00,manhattan,13.0,23.0,30.0
2024-12-11 11:00:00,queens,,30.0,33.666666666666664
2024-12-11 11:00:00,staten_island,,,31.333333333333332
2024-12-11 12:00:00,bronx,,23.5,32.666666666666664
2024-12-11 12:00:00,brooklyn,,,35.666666666666664
2024-12-11 12:00:00,manhattan,15.0,20.5,31.6
2024-12-11 12:00:00,queens,,29.0,35.0
2024-12-11 12:00:00,staten_island,26.0,,30.0
2024-12-11 13:00:00,bronx,,25.5,25.666666666666668
2024-12-11 13:00:00,brooklyn,,,27.666666666666668
2024-12-11 13:00:00,manhattan,17.0,23.0,28.2
2024-12-11 13:00:00,queens,,31.0,24.666666666666668
2024-12-11 13:00:00,staten_island,26.0,,24.333333333333332
2024-12-11 14:00:00,bronx,,24.5,24.666666666666668
2024-12-11 14:00:00,brooklyn,,,27.666666666666668
2024-12-11 14:00:00,manhattan,13.0,23.0,25.2
2024-12-11 14:00:00,queens,,29.0,26.666666666666668
2024-12-11 14:00:00,staten_island,25.0,,18.0
2024-12-11 15:00:00,bronx,,22.5,28.666666666666668
2024-12-11 15:00:00,brooklyn,,,33.0
2024-12-11 15:00:00,manhattan,16.0,21.0,27.0
2024-12-11 15:00:00,queens,,31.0,31.0
2024-12-11 15:00:00,staten_island,25.0,,15.0
2024-12-11 16:00:00,bronx,,23.5,26.666666666666668
2024-12-11 16:00:00,brooklyn,,,32.0
2024-12-11 16:00:00,manhattan,16.0,22.5,27.6
2024-12-11 16:00:00,queens,,31.0,29.333333333333332
2024-12-11 16:00:00,staten_island,25.0,,12.666666666666666
2024-12-11 17:00:00,bronx,,25.5,30.333333333333332
2024-12-11 17:00:00,brooklyn,,,39.666666666666664
2024-12-11 17:00:00,manhattan,12.0,23.5,29.6
2024-12-11 17:00:00,queens,,30.0,37.0
2024-12-11 17:00:00,staten_island,25.0,,17.666666666666668
2024-12-11 18:00:00,bronx,,27.5,31.333333333333332
2024-12-11 18:00:00,brooklyn,,,40.333333333333336
2024-12-11 18:00:00,manhattan,12.0,24.0,31.4
2024-12-11 18:00:00,queens,,32.0,40.0
2024-12-11 18:00:00,staten_island,24.0,,19.333333333333332
2024-12-11 19:00:00,bronx,,17.5,24.333333333333332
2024-12-11 19:00:00,brooklyn,,,40.0
2024-12-11 19:00:00,manhattan,13.0,15.5,24.0
2024-12-11 19:00:00,queens,,26.0,41.666666666666664
2024-12-11 19:00:00,staten_island,17.0,,17.0
2024-12-11 20:00:00,bronx,,18.5,22.333333333333332
2024-12-11 20:00:00,brooklyn,,,34.333333333333336
2024-12-11 20:00:00,manhattan,10.0,17.5,21.4
2024-12-11 20:00:00,queens,,19.0,34.666666666666664
2024-12-11 20:00:00,staten_island,11.0,,16.666666666666668
2024-12-11 21:00:00,bronx,,18.0,20.0
2024-12-11 21:00:00,brooklyn,,,29.0
2024-12-11 21:00:00,manhattan,9.0,17.0,20.4
2024-12-11 21:00:00,queens,,18.0,29.666666666666668
2024-12-11 21:00:00,staten_island,9.0,,13.333333333333334
2024-12-11 22:00:00,bronx,,15.0,18.666666666666668
2024-12-11 22:00:00,brooklyn,,,24.666666666666668
2024-12-11 22:00:00,manhattan,7.0,14.5,22.4
2024-12-11 22:00:00,queens,,15.0,25.0
2024-12-11 22:00:00,staten_island,8.0,,12.666666666666666
2024-12-11 23:00:00,bronx,,14.5,15.0
2024-12-11 23:00:00,brooklyn,,,18.666666666666668
2024-12-11 23:00:00,manhattan,8.0,15.0,17.8
2024-12-11 23:00:00,queens,,14.0,18.666666666666668
2024-12-11 23:00:00,staten_island,7.0,,11.0
2024-12-12 00:00:00,bronx,,16.0,16.0
2024-12-12 00:00:00,brooklyn,,,17.333333333333332
2024-12-12 00:00:00,manhattan,8.0,18.0,18.0
2024-12-12 00:00:00,queens,,18.0,17.666666666666668
2024-12-12 00:00:00,staten_island,7.0,,10.333333333333334
2024-12-12 01:00:00,bronx,,17.5,18.333333333333332
2024-12-12 01:00:00,brooklyn,,,19.333333333333332
2024-12-12 01:00:00,manhattan,6.0,18.5,19.2
2024-12-12 01:00:00,queens,,22.0,19.666666666666668
2024-12-12 01:00:00,staten_island,8.0,,13.333333333333334
2024-12-12 02:00:00,bronx,,18.5,21.0
2024-12-12 02:00:00,brooklyn,,,25.0
2024-12-12 02:00:00,manhattan,7.0,19.0,21.8
2024-12-12 02:00:00,queens,,23.0,24.666666666666668
2024-12-12 02:00:00,staten_island,10.0,,17.666666666666668
2024-12-12 03:00:00,bronx,,21.0,23.666666666666668
2024-12-12 03:00:00,brooklyn,,,29.333333333333332
2024-12-12 03:00:00,manhattan,9.0,21.0,23.4
2024-12-12 03:00:00,queens,,22.0,29.0
2024-12-12 03:00:00,staten_island,11.0,,24.0
2024-12-12 04:00:00,bronx,,22.5,28.666666666666668
2024-12-12 04:00:00,brooklyn,,,33.666666666666664
2024-12-12 04:00:00,manhattan,6.0,23.0,27.8
2024-12-12 04:00:00,queens,,21.0,34.0
2024-12-12 04:00:00,staten_island,12.0,,27.0
2024-12-12 05:00:00,bronx,,22.5,32.0
2024-12-12 05:00:00,brooklyn,,,36.666666666666664
2024-12-12 05:00:00,manhattan,7.0,22.0,30.8
2024-12-12 05:00:00,queens,,22.0,37.666666666666664
2024-12-12 05:00:00,staten_island,15.0,,26.333333333333332
2024-12-12 06:00:00,bronx,,20.5,36.0
2024-12-12 06:00:00,brooklyn,,,39.333333333333336
2024-12-12 06:00:00,manhattan,14.0,19.0,33.8
2024-12-12 06:00:00,queens,,19.0,41.0
2024-12-12 06:00:00,staten_island,22.0,,31.0
2024-12-12 07:00:00,bronx,,18.0,38.0
2024-12-12 07:00:00,brooklyn,,,41.333333333333336
2024-12-12 07:00:00,manhattan,18.0,17.0,35.0
2024-12-12 07:00:00,queens,,18.0,42.666666666666664
2024-12-12 07:00:00,staten_island,24.0,,31.666666666666668
2024-12-12 08:00:00,bronx,,19.0,40.0
2024-12-12 08:00:00,brooklyn,,,45.0
2024-12-12 08:00:00,manhattan,15.0,17.0,36.4
2024-12-12 08:00:00,queens,,18.0,46.666666666666664
2024-12-12 08:00:00,staten_island,24.0,,31.666666666666668
2024-12-12 09:00:00,bronx,,18.5,42.666666666666664
2024-12-12 09:00:00,brooklyn,,,45.333333333333336
2024-12-12 09:00:00,manhattan,13.0,17.5,37.2
2024-12-12 09:00:00,queens,,20.0,47.666666666666664
2024-12-12 09:00:00,staten_island,23.0,,31.666666666666668
2024-12-12 10:00:00,bronx,,21.5,38.0
2024-12-12 10:00:00,brooklyn,,,39.0
2024-12-12 10:00:00,manhattan,8.0,20.5,33.0
2024-12-12 10:00:00,queens,,23.0,41.333333333333336
2024-12-12 10:00:00,staten_island,23.0,,28.333333333333332
2024-12-12 11:00:00,bronx,,24.5,29.666666666666668
2024-12-12 11:00:00,brooklyn,,,33.666666666666664
2024-12-12 11:00:00,manhattan,6.0,25.5,25.2
2024-12-12 11:00:00,queens,,26.0,35.333333333333336
2024-12-12 11:00:00,staten_island,19.0,,27.0
2024-12-12 12:00:00,bronx,,26.5,25.333333333333332
2024-12-12 12:00:00,brooklyn,,,31.333333333333332
2024-12-12 12:00:00,manhattan,7.0,28.0,23.2
2024-12-12 12:00:00,queens,,30.0,32.333333333333336
2024-12-12 12:00:00,staten_island,15.0,,-317.6666666666667
2024-12-12 13:00:00,bronx,,28.0,24.333333333333332
2024-12-12 13:00:00,brooklyn,,,27.666666666666668
2024-12-12 13:00:00,manhattan,7.0,28.5,23.8
2024-12-12 13:00:00,queens,,33.0,28.333333333333332
2024-12-12 13:00:00,staten_island,13.0,,18.333333333333332
2024-12-12 14:00:00,bronx,,31.0,26.666666666666668
2024-12-12 14:00:00,brooklyn,,,27.333333333333332
2024-12-12 14:00:00,manhattan,7.0,30.5,28.8
2024-12-12 14:00:00,queens,,33.0,28.333333333333332
2024-12-12 14:00:00,staten_island,13.0,,22.0
2024-12-12 15:00:00,bronx,,31.0,33.333333333333336
2024-12-12 15:00:00,brooklyn,,,33.0
2024-12-12 15:00:00,manhattan,8.0,31.5,32.8
2024-12-12 15:00:00,queens,,31.0,34.333333333333336
2024-12-12 15:00:00,staten_island,13.0,,23.666666666666668
2024-12-12 16:00:00,bronx,,29.0,39.0
2024-12-12 16:00:00,brooklyn,,,37.0
2024-12-12 16:00:00,manhattan,12.0,29.0,38.0
2024-12-12 16:00:00,queens,,29.0,39.666666666666664
2024-12-12 16:00:00,staten_island,14.0,,25.333333333333332
2024-12-12 17:00:00,bronx,,24.0,42.0
2024-12-12 17:00:00,brooklyn,,,39.666666666666664
2024-12-12 17:00:00,manhattan,14.0,26.0,42.6
2024-12-12 17:00:00,queens,,29.0,42.666666666666664
2024-12-12 17:00:00,staten_island,13.0,,26.0
2024-12-12 18:00:00,bronx,,26.5,41.333333333333336
2024-12-12 18:00:00,brooklyn,,,42.333333333333336
2024-12-12 18:00:00,manhattan,11.0,27.5,42.4
2024-12-12 18:00:00,queens,,28.0,45.333333333333336
2024-12-12 18:00:00,staten_island,15.0,,25.666666666666668
2024-12-12 19:00:00,bronx,,26.0,37.666666666666664
2024-12-12 19:00:00,brooklyn,,,43.0
2024-12-12 19:00:00,manhattan,11.0,29.5,39.6
2024-12-12 19:00:00,queens,,30.0,45.0
2024-12-12 19:00:00,staten_island,14.0,,26.666666666666668
2024-12-12 20:00:00,bronx,,28.0,33.333333333333336
2024-12-12 20:00:00,brooklyn,,,38.666666666666664
2024-12-12 20:00:00,manhattan,17.0,29.5,35.8
2024-12-12 20:00:00,queens,,28.0,40.333333333333336
2024-12-12 20:00:00,staten_island,13.0,,28.0
2024-12-12 21:00:00,bronx,,25.0,31.0
2024-12-12 21:00:00,brooklyn,,,36.666666666666664
2024-12-12 21:00:00,manhattan,17.0,26.0,33.6
2024-12-12 21:00:00,queens,,28.0,38.333333333333336
2024-12-12 21:00:00,staten_island,11.0,,20.333333333333332
2024-12-12 22:00:00,bronx,,25.5,30.333333333333332
2024-12-12 22:00:00,brooklyn,,,34.666666666666664
2024-12-12 22:00:00,manhattan,18.0,26.0,30.4
2024-12-12 22:00:00,queens,,26.0,35.666666666666664
2024-12-12 22:00:00,staten_island,11.0,,19.0
